Iceberg,Year,Month,Length (NM),Width (NM),Latitude,Longitude
D27,2021.0,9.0,8.0,5.0,-67.3825,43.4225
D27,2021.0,10.0,8.0,5.0,-68.136,38.492000000000004
D27,2021.0,11.0,8.0,5.0,-68.4725,32.1875
D27,2021.0,12.0,8.0,5.0,-69.474,26.77
D27,2022.0,1.0,8.0,5.0,-69.5925,23.35
D27,2022.0,2.0,8.0,5.0,-69.4325,23.0575
D27,2022.0,3.0,7.0,4.0,-69.605,20.990000000000002
D27,2022.0,4.0,7.0,4.0,-68.25399999999999,12.9
D27,2022.0,5.0,7.0,4.0,-67.30666666666667,12.963333333333333
D27,2022.0,6.0,7.0,4.0,-66.974,10.797999999999998
D27,2022.0,7.0,7.0,4.0,-67.58399999999999,8.842
D27,2022.0,8.0,7.0,4.0,-68.26,6.62
D28,2019.0,9.0,29.0,19.0,-68.55,72.21
D28,2019.0,10.0,29.0,19.0,-68.335,71.305
D28,2019.0,11.0,29.0,19.0,-68.236,70.914
D28,2019.0,12.0,29.0,19.0,-68.1525,71.0075
D28,2020.0,11.0,29.0,19.0,-65.45,55.21
D28,2020.0,12.0,29.0,19.0,-65.352,54.628
D28,2021.0,1.0,29.0,19.0,-65.3925,53.29
D28,2021.0,2.0,29.0,19.0,-65.95,49.9275
D28,2021.0,3.0,29.0,19.0,-66.68249999999999,46.1175
D28,2021.0,4.0,29.0,19.0,-67.73400000000001,40.762
D28,2021.0,5.0,29.0,19.0,-68.6025,31.34
D28,2021.0,6.0,29.0,19.0,-69.47999999999999,19.6725
D28,2021.0,7.0,29.0,19.0,-69.3,11.204
D28,2021.0,8.0,29.0,19.0,-69.62,1.2433333333333334
D28,2021.0,9.0,29.0,19.0,-70.135,-6.79
D28,2021.0,10.0,29.0,19.0,-71.096,-13.256
D28,2021.0,11.0,29.0,19.0,-72.625,-19.3775
D28,2021.0,12.0,29.0,19.0,-73.46600000000001,-23.208
D28,2022.0,1.0,29.0,19.0,-73.75,-26.26
D28,2022.0,2.0,29.0,19.0,-74.33250000000001,-27.3275
D28,2022.0,3.0,29.0,19.0,-74.505,-29.1525
D28,2022.0,4.0,29.0,19.0,-74.51599999999999,-32.012
D28,2022.0,5.0,29.0,19.0,-74.45333333333333,-33.32
D28,2022.0,6.0,29.0,19.0,-74.264,-39.088
D28,2022.0,7.0,29.0,19.0,-73.49,-42.462
D28,2022.0,8.0,29.0,19.0,-73.05,-43.644999999999996
D29A,2021.0,6.0,15.0,9.0,-69.67666666666666,19.55333333333333
D29A,2021.0,7.0,15.0,9.0,-69.382,14.758
D29A,2021.0,8.0,15.0,9.0,-69.72666666666667,3.1566666666666667
D29A,2021.0,9.0,15.0,9.0,-69.89,-5.91
D29A,2021.0,10.0,15.0,9.0,-71.324,-14.342000000000002
D29A,2021.0,11.0,15.0,9.0,-73.0075,-20.6675
D29A,2021.0,12.0,15.0,9.0,-73.748,-22.312
D29A,2022.0,1.0,15.0,9.0,-73.615,-23.195
D29A,2022.0,2.0,15.0,9.0,-73.19,-27.695
D29A,2022.0,3.0,15.0,9.0,-73.075,-32.2775
D29A,2022.0,4.0,15.0,9.0,-72.352,-35.73
D29A,2022.0,5.0,15.0,9.0,-71.22666666666667,-37.51333333333333
D29A,2022.0,6.0,15.0,9.0,-71.13,-38.682
D29A,2022.0,7.0,15.0,9.0,-70.462,-41.324
D29A,2022.0,8.0,15.0,9.0,-69.99,-42.465
D29B,2021.0,6.0,13.0,7.0,-69.82333333333334,20.216666666666665
D29B,2021.0,7.0,13.0,7.0,-69.368,14.222
D29B,2021.0,8.0,13.0,7.0,-69.94666666666667,5.286666666666666
D29B,2021.0,9.0,13.0,7.0,-69.765,1.165
D29B,2021.0,10.0,13.0,7.0,-70.18199999999999,-5.406
D29B,2021.0,11.0,13.0,7.0,-70.445,-8.6575
D29B,2021.0,12.0,13.0,7.0,-70.866,-10.95
D29B,2022.0,1.0,13.0,7.0,-71.3375,-14.465
D29B,2022.0,2.0,13.0,7.0,-72.8075,-19.427500000000002
D29B,2022.0,3.0,13.0,7.0,-73.5375,-23.7125
D29B,2022.0,4.0,13.0,7.0,-74.502,-29.862000000000002
D29B,2022.0,5.0,13.0,7.0,-74.71333333333332,-32.166666666666664
D29B,2022.0,6.0,13.0,7.0,-74.46600000000001,-37.964
D29B,2022.0,7.0,13.0,7.0,-73.796,-42.07
D29B,2022.0,8.0,13.0,7.0,-73.395,-43.445
D29C,2021.0,6.0,13.0,6.0,-69.37666666666667,18.703333333333333
D29C,2021.0,7.0,13.0,6.0,-69.462,10.126000000000001
D29C,2021.0,8.0,13.0,6.0,-69.95666666666666,-1.4400000000000002
D29C,2021.0,9.0,13.0,6.0,-70.2625,-6.985
D29C,2021.0,10.0,13.0,6.0,-71.086,-12.998
D29C,2021.0,11.0,13.0,6.0,-72.6225,-18.485
D29C,2021.0,12.0,13.0,6.0,-73.396,-21.972
D29C,2022.0,1.0,13.0,6.0,-73.595,-25.1675
D29C,2022.0,2.0,13.0,6.0,-73.5675,-26.71
D29C,2022.0,3.0,13.0,6.0,-73.4,-30.0375
D29C,2022.0,4.0,13.0,6.0,-72.924,-34.592
D29C,2022.0,5.0,13.0,6.0,-72.07,-36.38333333333333
D29C,2022.0,6.0,13.0,6.0,-71.964,-38.69
D29C,2022.0,7.0,13.0,6.0,-71.25399999999999,-41.989999999999995
D29C,2022.0,8.0,13.0,6.0,-70.805,-43.82
D30A,2021.0,6.0,37.666666666666664,11.0,-69.25333333333333,15.826666666666668
D30A,2021.0,7.0,37.0,11.0,-69.55,7.9879999999999995
D30A,2021.0,8.0,37.0,11.0,-70.23333333333333,-7.013333333333333
D30A,2021.0,9.0,37.0,11.0,-71.2825,-14.08
D30A,2021.0,10.0,37.0,11.0,-72.84400000000001,-20.646
D30A,2021.0,11.0,37.0,11.0,-73.83500000000001,-26.572499999999998
D30A,2021.0,12.0,37.0,11.0,-74.604,-28.006
D30A,2022.0,1.0,37.0,11.0,-74.6625,-28.925
D30A,2022.0,2.0,37.0,11.0,-74.47999999999999,-31.3225
D30A,2022.0,3.0,37.0,11.0,-74.33,-31.6275
D30A,2022.0,4.0,37.0,11.0,-74.292,-35.815999999999995
D30A,2022.0,5.0,37.0,11.0,-73.73666666666666,-40.21
D30A,2022.0,6.0,37.0,11.0,-73.446,-43.062
D30A,2022.0,7.0,37.0,11.0,-72.886,-45.362
D30A,2022.0,8.0,37.0,11.0,-72.375,-47.415
D30B,2021.0,6.0,11.666666666666666,5.0,-69.61333333333333,18.13
D30B,2021.0,7.0,10.0,5.0,-69.186,12.278
D30B,2021.0,8.0,10.0,5.0,-69.83,-1.0366666666666666
D30B,2021.0,9.0,10.0,5.0,-70.35799999999999,-7.464
D30B,2021.0,10.0,10.0,5.0,-70.796,-10.314
D30B,2021.0,11.0,10.0,5.0,-71.80250000000001,-15.482499999999998
D30B,2021.0,12.0,10.0,5.0,-73.074,-20.326
D30B,2022.0,1.0,10.0,5.0,-73.39750000000001,-24.189999999999998
D30B,2022.0,2.0,10.0,5.0,-73.9325,-26.6725
D30B,2022.0,3.0,10.0,5.0,-74.05,-28.165
D30B,2022.0,4.0,10.0,5.0,-73.804,-32.536
D30B,2022.0,5.0,10.0,5.0,-73.45,-35.876666666666665
D30B,2022.0,6.0,10.0,5.0,-73.774,-40.29
D30B,2022.0,7.0,10.0,5.0,-73.224,-42.914
D30B,2022.0,8.0,10.0,5.0,-72.805,-44.655
D31,2022.0,1.0,16.0,2.0,-69.89,2.34
D31,2022.0,2.0,16.0,2.0,-69.8625,-1.435
D31,2022.0,3.0,16.0,2.0,-70.1,-4.6775
D31,2022.0,4.0,12.4,2.0,-71.622,-14.252
D31,2022.0,5.0,10.0,2.0,-73.56333333333333,-27.646666666666665
D31,2022.0,6.0,10.0,2.0,-74.106,-33.658
D31,2022.0,7.0,10.0,2.0,-73.878,-35.914
D31,2022.0,8.0,10.0,2.0,-73.50999999999999,-38.56
